Title,Price,Max_Price,Rating,Review_Count,URL
"Logitech K250 Bluetooth Keyboard with Numpad, Easy Connectivity, Compact Wireless Keyboard Made with Recycled Plastic, Spill-Resistant, Comfortable Keys - Windows/MacOS - Graphite",999,"₹2,820",4.2,64,https://www.amazon.in/Logitech-Bluetooth-Connectivity-Spill-Resistant-Comfortable/dp/B0FJQWRBVH
